0,10.15644993,0.363606539,0.310887166,0.143799563,0.13038243,0.083877676,0.024248272,-0.0060313,0.026036463,0.010708526,-0.032402414,-0.004400569,-0.007159256,-0.041427277,0.053906528,-0.045049245,0.002936323,0.001247989,-0.007325929,0.002557339,-0.003778081,0.094547633,0.102577225
0.2,8.397220717,0.355636523,0.655743441,0.145343271,0.131717585,0.086828261,0.02493018,-0.004401168,0.02690831,0.008557036,-0.03378797,0.003440822,-0.004585368,-0.045653831,0.050074385,-0.220884944,0.00250048,0.000185137,-0.009614203,0.001933924,-0.003071053,0.097449582,0.107417281
0.4,7.181733181,0.348427493,0.892165773,0.146252173,0.132270159,0.08862996,0.025412669,-0.003259054,0.027488087,0.007066607,-0.034738354,0.010536321,-0.002669409,-0.048350103,0.047396636,-0.342368704,0.002177837,-0.000534603,-0.011187103,0.001492562,-0.00257916,0.1028465,0.114431032
0.6,6.291525654,0.341703601,1.06375051,0.146784614,0.132362753,0.089749561,0.025775599,-0.002409162,0.027893525,0.005971714,-0.035428442,0.017156665,-0.001150054,-0.050135853,0.045409679,-0.431337804,0.001923313,-0.001049385,-0.012332135,0.001160254,-0.00221605,0.108560282,0.121472961
0.8,5.611346477,0.335318632,1.193496646,0.147076786,0.132165316,0.090433175,0.026061111,-0.001748189,0.028186727,0.005132273,-0.035950492,0.023445353,0.000110652,-0.051337901,0.043868928,-0.499312723,0.001713118,-0.001432082,-0.01320097,0.000898484,-0.001936167,0.113932528,0.12794216
1,5.074641718,0.329187556,1.294684722,0.147207254,0.131775784,0.090822794,0.026293542,-0.001216477,0.028403548,0.00446739,-0.03635778,0.029485823,0.001192451,-0.052144852,0.042633139,-0.552946145,0.001533505,-0.001724775,-0.013881195,0.000685011,-0.001713201,0.118790049,0.13371564
1.2,4.64029195,0.323257314,1.375519407,0.147224483,0.131254486,0.091006035,0.026487934,-0.000777161,0.028566132,0.003927082,-0.03668322,0.035330134,0.00214468,-0.052673128,0.041615045,-0.596348338,0.001375973,-0.001953455,-0.01442692,0.000506088,-0.001530897,0.123123601,0.138823202
1.4,4.281521632,0.317492896,1.441342829,0.14715997,0.130640549,0.091039854,0.026654087,-0.00040623,0.028688892,0.003478802,-0.036948244,0.04101263,0.002999523,-0.052998444,0.040757814,-0.632195765,0.001234982,-0.002135042,-0.014873379,0.000352764,-0.001378666,0.126977461,0.143338674
1.6,3.980146224,0.311870115,1.495782666,0.147035048,0.129960409,0.090962846,0.026798659,-8.74E-05,0.028781613,0.003100444,-0.037167409,0.046557031,0.003778892,-0.053172141,0.040022849,-0.66230614,0.001106763,-0.002281026,-0.015244501,0.000218956,-0.001249318,0.130409387,0.147342154
1.8,3.723382458,0.306371599,1.541388711,0.146864666,0.129232526,0.090802067,0.026926334,0.000190875,0.028851166,0.002776467,-0.037350945,0.051980371,0.004498237,-0.053230238,0.039383012,-0.687957267,0.00098866,-0.002399478,-0.015557104,0.000100387,-0.001137796,0.133476076,0.150907366
2,3.501981547,0.300984447,1.580005421,0.146659592,0.128470148,0.090577023,0.027040504,0.00043682,0.028902519,0.002495626,-0.037506256,0.057295292,0.005168775,-0.053198727,0.038818669,-0.710073646,0.000878749,-0.002496234,-0.015823357,-6.04E-06,-0.001040441,0.136228339,0.154098243
2.2,3.30908657,0.295698794,1.612999947,0.146427773,0.127682997,0.090302112,0.027143687,0.000656619,0.028939352,0.002249582,-0.037638829,0.062511459,0.005798862,-0.053096822,0.03831526,-0.729340691,0.0007756,-0.002575621,-0.016052281,-0.000102616,-0.000954539,0.138710032,0.156968876
2.4,3.139506204,0.290506897,1.641407071,0.146175186,0.126878344,0.089988182,0.02723779,0.000854936,0.028964446,0.002032023,-0.037752819,0.067636454,0.006394857,-0.052939016,0.03786176,-0.746277318,0.000678123,-0.002640909,-0.016250703,-0.000191087,-0.000878033,0.140958394,0.159564581
2.6,2.98923793,0.285402537,1.66602436,0.145906409,0.126061715,0.089643544,0.027324288,0.001035371,0.028979942,0.00183808,-0.037851428,0.072676363,0.006961692,-0.052736433,0.037449667,-0.761283618,0.000585479,-0.002694619,-0.016423889,-0.000272795,-0.00080934,0.143004845,0.161923226
2.8,2.855146155,0.280380611,1.687476398,0.145624997,0.125237365,0.089274663,0.027404336,0.001200744,0.028987515,0.001663939,-0.037937166,0.077636178,0.00750326,-0.052497745,0.037072321,-0.774673018,0.000497004,-0.002738722,-0.01657596,-0.000348791,-0.000747216,0.144875857,0.164076491
3,2.734739545,0.275436856,1.706259225,0.14533375,0.124408609,0.088886634,0.027478855,0.0013533,0.028988493,0.001506568,-0.038012026,0.082520067,0.008022679,-0.052229803,0.036724428,-0.78669455,0.000412169,-0.002774783,-0.016710193,-0.000419914,-0.000690672,0.146593772,0.166050956
3.2,2.626013637,0.270567645,1.722771747,0.145034893,0.12357805,0.088483519,0.027548588,0.001494846,0.028983941,0.001363528,-0.038077612,0.087331574,0.008522479,-0.051938082,0.036401726,-0.797548577,0.000330546,-0.002804059,-0.016829223,-0.000486838,-0.000638914,0.148177495,0.167869018
3.4,2.527337433,0.265769848,1.737338363,0.144730216,0.122747754,0.088068585,0.027614141,0.001626855,0.028974723,0.001232832,-0.038135227,0.092073753,0.009004742,-0.051627001,0.036100748,-0.80739813,0.000251784,-0.002827571,-0.016935192,-0.000550113,-0.000591293,0.149643091,0.169549632
3.6,2.437370289,0.261040726,1.750225554,0.144421168,0.121919364,0.087644487,0.027676012,0.001750538,0.028961549,0.001112849,-0.038185945,0.09674928,0.009471195,-0.051300164,0.035818643,-0.816377219,0.000175592,-0.002846157,-0.017029862,-0.000610191,-0.000547277,0.151004264,0.171108922
3.8,2.35500005,0.25637785,1.761654226,0.144108934,0.121094196,0.087213397,0.027734618,0.001866902,0.028945004,0.001002224,-0.038230655,0.10136052,0.009923293,-0.05096053,0.035553044,-0.824597011,0.000101727,-0.00286051,-0.017114693,-0.00066745,-0.000506422,0.152272755,0.172560664
4,2.279296359,0.251779047,1.771809032,0.143794485,0.120273307,0.086777103,0.027790306,0.00197679,0.028925576,0.000899823,-0.0382701,0.105909596,0.010362266,-0.050610549,0.035301972,-0.832150504,3.00E-05,-0.00287121,-0.017190908,-0.000722205,-0.000468359,0.153458668,0.173916691
